Sunday 08 May 2016 03:20 PM,St Kilda,North Melbourne,11.700000000000001,86.9,1.4000000000000001
Sunday 08 May 2016 04:10 PM,Port Adelaide,Brisbane Lions,80.80000000000001,17.1,2.1
Friday 13 May 2016 07:20 PM,Adelaide Crows,Geelong Cats,12.9,85.8,1.3
Saturday 14 May 2016 01:45 PM,Essendon,North Melbourne,1.2,98.4,0.4
Saturday 14 May 2016 02:10 PM,Hawthorn,Fremantle,84.7,13.4,1.9
Saturday 14 May 2016 04:35 PM,GWS Giants,Gold Coast Suns,94.5,4.5,1.0
Saturday 14 May 2016 07:25 PM,Brisbane Lions,Collingwood,27.700000000000003,69.5,2.8000000000000003
Saturday 14 May 2016 07:25 PM,Richmond,Sydney Swans,0.2,99.7,0.1
Sunday 15 May 2016 01:10 PM,Carlton,Port Adelaide,36.7,59.699999999999996,3.5999999999999996
