Sunday 08 May 2016 06:10 PM,Fremantle,GWS Giants,77,95,98.9
Saturday 07 May 2016 07:40 PM,Western Bulldogs,Adelaide Crows,123,108,64.7
Saturday 07 May 2016 05:10 PM,Gold Coast Suns,Melbourne,87,160,60.099999999999994
Saturday 07 May 2016 04:35 PM,Sydney Swans,Essendon,135,54,99.6
Saturday 07 May 2016 02:10 PM,Geelong Cats,West Coast Eagles,123,79,78.7
Saturday 07 May 2016 01:45 PM,Collingwood,Carlton,84,99,45.800000000000004
Friday 06 May 2016 07:50 PM,Richmond,Hawthorn,90,136,74.7
Sunday 01 May 2016 02:40 PM,West Coast Eagles,Collingwood,124,62,86.8
Sunday 01 May 2016 03:20 PM,Carlton,Essendon,72,57,66.10000000000001
